size Skiplist (0.1)     Skiplist (0.5)  Skiplist (0.9)
10, 3,  9,  55
11, 4, 11,  81
12, 4, 11, 105
13, 4, 15, 105
14, 4, 15, 117
15, 4, 16, 117
16, 6, 17, 117
17, 6, 21, 117
18, 6, 22, 126
19, 6, 24, 126
20, 7, 24, 128
21, 7, 24, 141
22, 7, 25, 141
23, 7, 25, 147
24, 7, 27, 163
25, 7, 27, 183
26
27
28
29
30
